City,Longitude,Latitude,Total Population,Male Population,Female Population,Age 0-18,Age 19-35,Age 36-50,Age 51+,Average Temperature (°C),Mortality Rate (%),Average Income (AED),Healthcare Expenditure (% of Income)
Abu Dhabi,54.366,24.4539,4386269,3024115,1362154,279117,197177,298068,178328,38.76120847663388,0.679056743362892,18436,6.661283265228263
Fujairah,56.3315,25.2769,1815078,1251406,563672,160808,236335,155981,118153,39.16496362754012,0.7079968050901264,19083,8.342194866320085
Sharjah,55.391,25.3225,2593573,1788140,805433,12432,277635,83057,124365,39.046156992461626,0.722734093535393,23798,8.763557372506359
Dubai,55.2708,25.2768,452173,311750,140423,60715,288016,197837,133483,32.85071956489398,0.5991472830285923,22637,8.96019349468401
Dubai,55.2708,25.2768,4180988,2882584,1298404,188320,44091,133945,71691,25.969719541966427,1.3984730439294324,26036,11.62854276808411
Abu Dhabi,54.366,24.4539,880075,606768,273307,200522,55547,103305,247102,34.918122161748194,1.4301896101158815,18677,8.113074341919859
Fujairah,56.3315,25.2769,1791429,1235101,556328,211294,264211,201227,172787,27.11398264736412,0.4597077534004389,17825,10.736047756345137
Umm Al Quwain,55.564,25.5225,315066,217222,97844,63434,58671,157435,236636,33.504392682542566,0.2506282939867178,28605,10.551969907410452
Dubai,55.2708,25.2768,1375894,948610,427284,95715,269823,257585,138969,28.239230176895624,0.7439568868416345,10952,5.738867040379167
Fujairah,56.3315,25.2769,2520457,1737730,782727,165138,74274,63922,266261,34.93205879661064,0.16594020903693557,20210,11.38214601891139
Fujairah,56.3315,25.2769,265728,183206,82522,78289,227913,88827,109610,31.04416851981992,0.7765330911421683,24804,12.014160205921101
Ajman,55.5136,25.4052,2790466,1923888,866578,211580,110653,148886,117020,30.239431789048705,0.9926596329868268,13908,8.50507052244438
Ajman,55.5136,25.4052,4342592,2994002,1348590,47309,30722,285600,61621,28.516024911871444,0.8497481271641502,20019,13.811842942207353
Abu Dhabi,54.366,24.4539,1999004,1378214,620790,59874,283593,257009,174846,26.39845662377309,1.3516436905490807,29585,5.831383382855151
Umm Al Quwain,55.564,25.5225,3310777,2282617,1028160,254576,163554,101765,258909,31.806433813732255,0.8952688242992527,21103,11.945428582473282
Sharjah,55.391,25.3225,1520862,1048559,472303,272954,133263,34650,48554,39.67920845778312,0.6511742244712548,14943,5.854960698919155
Sharjah,55.391,25.3225,3589372,2474694,1114678,88893,80974,98864,135712,39.79761972985383,1.014606533556236,11905,11.726332358972442
Dubai,55.2708,25.2768,2934945,2023499,911446,161449,176342,269966,299704,33.15681515474363,1.291609470798714,22135,10.327966468361131
Ajman,55.5136,25.4052,1526700,1052584,474116,161828,278729,27312,237445,39.08170721621312,1.4372195764040692,26212,8.148555822246566
Ajman,55.5136,25.4052,4973232,3428797,1544435,187373,271165,36647,143644,39.68748310475131,0.4240856098305017,29527,8.293919088855944
Umm Al Quwain,55.564,25.5225,4671587,3220828,1450759,44828,294944,287835,34262,33.743619112586735,0.3917737744827643,17938,8.24167375989586
Abu Dhabi,54.366,24.4539,755582,520936,234646,285817,74578,82518,100221,33.27828888743791,1.4395461898128181,23091,7.872427164154784
Ras Al Khaimah,55.9486,25.7915,559954,386060,173894,214740,103602,125135,275772,27.83511977765503,0.9988202917719001,25968,7.95343897626815
Dubai,55.2708,25.2768,2978287,2053381,924906,251222,50960,257968,146409,33.800150194984155,1.311051057371696,29706,12.537514213811637
Umm Al Quwain,55.564,25.5225,4020758,2772114,1248644,246818,215451,119671,11605,27.243958225005102,1.1090370460148347,21990,11.125418074058677
Ajman,55.5136,25.4052,3343948,2305487,1038461,95552,211835,15125,80210,33.86375561898973,0.19062807332099724,25642,14.596168601771144
Abu Dhabi,54.366,24.4539,1958047,1349976,608071,254110,25843,203332,221071,31.174826455923128,1.266181936458246,14983,9.653038760969341
Ras Al Khaimah,55.9486,25.7915,1542763,1063658,479105,233115,208830,156347,195665,30.588397378060662,1.3782332358399245,16653,8.875160497941744
Ras Al Khaimah,55.9486,25.7915,4061020,2799872,1261148,153164,251654,74255,63111,28.262071685066715,0.21469637959086063,24609,11.976266065732856
Abu Dhabi,54.366,24.4539,1445116,996336,448780,84853,264188,19391,62190,37.98462230348081,0.7683685973826994,23735,7.124075489466674
Ajman,55.5136,25.4052,1955513,1348229,607284,255368,200551,137962,52396,29.85299015570745,0.1500323642957387,20391,10.558465700311999
Umm Al Quwain,55.564,25.5225,2199506,1516450,683056,192137,250928,88963,90499,26.98059805258608,0.8351434527239616,24830,10.432753052033743
Umm Al Quwain,55.564,25.5225,4807115,3314268,1492847,284050,294028,63619,55225,26.848913381835683,0.2934276967535178,10466,9.73190973629212
Ras Al Khaimah,55.9486,25.7915,3080605,2123925,956680,101203,129763,74305,281852,30.151710073875932,1.3248393918662948,15273,7.999613050719047
Abu Dhabi,54.366,24.4539,2508660,1729597,779063,195275,265249,102687,264068,32.616369098996785,1.2407390496047241,11938,7.3782420348406506
Ras Al Khaimah,55.9486,25.7915,307940,212309,95631,260735,179385,169470,232537,28.242111388391386,0.251830517309398,11769,12.82877511688065
Abu Dhabi,54.366,24.4539,208087,143465,64622,186803,192639,103308,264813,28.41134283288196,0.4867844169059433,25791,12.36252734483437
Umm Al Quwain,55.564,25.5225,2700030,1861537,838493,195884,285255,75446,34209,30.818614983562927,1.1251307228988159,22718,6.69619812992332
Ras Al Khaimah,55.9486,25.7915,2455698,1693082,762616,15436,147181,26124,155509,30.751618027155345,0.3789315853396201,27274,14.926840197564424
Ras Al Khaimah,55.9486,25.7915,1155227,796471,358756,45178,106506,276216,268822,33.38631932022591,1.077032369106703,27382,14.490033074411134
Sharjah,55.391,25.3225,2590278,1785868,804410,71573,299152,62219,209037,37.79133830057337,0.4272688271876218,10052,8.075530662369518
Ajman,55.5136,25.4052,4906689,3382919,1523770,51943,262911,51410,130320,37.20272970403633,0.45206232315376993,29813,5.5560487461206005
Ajman,55.5136,25.4052,1366728,942291,424437,278734,21579,43657,79754,34.21824917603408,0.35276441416970206,26493,5.949947638275036
Sharjah,55.391,25.3225,1512822,1043016,469806,94786,242750,287681,295502,26.191285198940744,0.3493907155214351,24639,12.521321914472328
Dubai,55.2708,25.2768,3685754,2541145,1144609,167708,46946,201410,115482,26.796606724273957,0.4592574427221341,15382,12.974035086676441
Dubai,55.2708,25.2768,595568,410614,184954,92800,67583,156953,290357,32.7680176791302,0.305313992386557,20089,6.350395034578721
Sharjah,55.391,25.3225,513236,353850,159386,274771,23938,83901,89915,38.97078915045473,0.8551332991265318,23434,5.592224014646928
Fujairah,56.3315,25.2769,675956,466038,209918,292941,178482,170685,87068,28.62356431249376,0.5157397215966746,12638,6.51118337716987
Ajman,55.5136,25.4052,308760,212874,95886,165552,51674,161241,270619,28.85669227239743,0.17986844660257983,17666,9.733453768680404
Dubai,55.2708,25.2768,1693086,1167299,525787,84012,291168,265664,198283,31.180057747045804,1.440644524693157,15943,5.098832150282111
Umm Al Quwain,55.564,25.5225,4793549,3304915,1488634,56515,77497,165922,202062,28.924303368244747,0.11529715061403056,10477,9.163777541332294
Umm Al Quwain,55.564,25.5225,587016,404718,182298,26326,99295,272412,43952,37.84044232475748,0.42418897491959806,22613,13.646559453812753
Ras Al Khaimah,55.9486,25.7915,289180,199375,89805,56450,74085,210666,284018,37.46112009575485,1.2742915122883867,13997,10.96023805395376
Dubai,55.2708,25.2768,466093,321348,144745,214242,61134,130186,60843,39.23716463503541,0.6004794152699554,21749,9.738329953643754
Sharjah,55.391,25.3225,1766764,1218096,548668,278512,182777,282367,277341,26.961582026376988,1.0863309423014433,12376,8.14952952650776
Umm Al Quwain,55.564,25.5225,916697,632017,284680,182971,281227,273564,81813,36.81370278767209,1.0515991454714604,22260,13.387522682089632
Dubai,55.2708,25.2768,430058,296503,133555,34006,63763,108638,74944,31.43703701411967,0.6485884183516893,26679,13.74206326036039
Fujairah,56.3315,25.2769,3774849,2602572,1172277,107760,96783,142040,158749,37.51267430928122,0.654282727000825,11486,14.19819036752276
Sharjah,55.391,25.3225,4958496,3418638,1539858,112087,101787,254038,184585,31.012155672157746,0.17668773697968082,19702,6.544180995471049
Umm Al Quwain,55.564,25.5225,4680956,3227288,1453668,245586,108717,143177,24376,25.635976100670327,0.1658673996586617,15934,8.861464734896337
Umm Al Quwain,55.564,25.5225,2544534,1754330,790204,257016,168857,268953,183368,30.325477880273297,0.4735117409008539,22285,14.31783164112447
Sharjah,55.391,25.3225,3691715,2545255,1146460,31494,169387,210805,223627,30.05029874066944,0.3306828317946605,21286,13.123128264987153
Umm Al Quwain,55.564,25.5225,4509908,3109358,1400550,112436,276326,150450,150218,30.633014661704728,0.968276088733662,13186,11.978654739418962
Fujairah,56.3315,25.2769,3405419,2347868,1057551,178561,112230,248742,194643,28.808495941917087,0.8134127748306231,22414,6.627228145042224
Ras Al Khaimah,55.9486,25.7915,2782402,1918328,864074,280541,111866,104600,286329,29.45360721495597,1.2026985832323507,29853,7.071503037365946
Umm Al Quwain,55.564,25.5225,1918821,1322932,595889,212742,58645,171163,234336,39.104228050667146,0.6452676408431177,19094,8.885141780623604
Umm Al Quwain,55.564,25.5225,4359110,3005391,1353719,218515,26250,274791,49284,35.11830055166846,0.48880679938284655,12917,14.37288856386196
Dubai,55.2708,25.2768,3238020,2232454,1005566,72272,264259,86534,44551,32.2747970579684,1.1750467894465377,11384,11.163787418388296
Dubai,55.2708,25.2768,3983401,2746358,1237043,263339,51045,85386,214286,28.281752127079475,1.4136528614304236,23032,7.70356826160265
Ras Al Khaimah,55.9486,25.7915,611137,421348,189789,170612,78190,127527,132334,34.57533481026078,1.27992479356867,22985,10.100195747038475
Fujairah,56.3315,25.2769,578760,399026,179734,255645,230806,299797,189610,37.954406850915355,0.9591959418982523,12526,11.275410027179678
Umm Al Quwain,55.564,25.5225,3959626,2729966,1229660,57832,26421,290521,286712,27.859750116361873,1.058099288175227,16524,14.663149519917752
Umm Al Quwain,55.564,25.5225,334053,230313,103740,141706,255142,198286,27071,28.251069594745584,1.0263355054040046,29828,13.295235142932741
Ras Al Khaimah,55.9486,25.7915,2451318,1690062,761256,222984,221422,256763,259140,33.2783144091089,0.2778237413160678,21633,6.678818706258084
Ras Al Khaimah,55.9486,25.7915,3867458,2666421,1201037,243238,237741,290418,198875,32.86735625654328,0.43572233687060724,19043,14.57615094732388
Sharjah,55.391,25.3225,1783962,1229953,554009,77930,146049,129991,142133,37.72081555681757,0.4337473675338812,28983,7.5357317441772
Ras Al Khaimah,55.9486,25.7915,397776,274246,123530,138858,140647,37778,55217,33.359353432882685,0.4321103515726866,16589,10.60676996770325
Abu Dhabi,54.366,24.4539,1344301,926829,417472,36835,26634,209242,204411,36.37492491184271,1.3632577187529735,21772,11.646212750923215
Ras Al Khaimah,55.9486,25.7915,959895,661800,298095,117185,277467,234028,79037,36.72564285353884,0.23064412326446676,12650,12.006887914572413
Abu Dhabi,54.366,24.4539,3371585,2324541,1047044,39176,116377,201276,24660,29.384612763866734,0.6802018355612316,18327,10.082986437666895
Umm Al Quwain,55.564,25.5225,3910602,2696167,1214435,175778,200578,85610,21019,32.62648235480017,0.7521626139131004,19453,14.555052867719654
Sharjah,55.391,25.3225,3562630,2456257,1106373,115557,43996,154674,131674,36.185486785521185,0.32030107295860644,26348,6.172875499186889
Sharjah,55.391,25.3225,4289831,2957626,1332205,101799,144918,73047,249142,37.42972831310314,0.757528397820741,15390,14.022792153817957
Sharjah,55.391,25.3225,4908356,3384069,1524287,133032,280832,211517,131854,29.747096534433233,0.8278038652505848,10097,5.795572630272268
Umm Al Quwain,55.564,25.5225,4543000,3132174,1410826,253129,199842,155909,144592,38.372633005394675,0.7177068330981373,28275,14.668678123205156
Abu Dhabi,54.366,24.4539,2000647,1379347,621300,116345,33367,20993,41247,29.84155466753099,1.4031039099185032,25222,12.2438540759835
Abu Dhabi,54.366,24.4539,1393158,960513,432645,14592,150025,198421,192869,27.44837278362928,0.3728687194930813,27129,14.02189563452971
Dubai,55.2708,25.2768,674515,465044,209471,211913,164219,160884,126944,26.02605168260137,0.9816709458120823,15596,13.125943110375466
Umm Al Quwain,55.564,25.5225,2768594,1908808,859786,229970,259325,151490,64324,25.515369564596547,0.36059514855360286,24253,9.793569425323806
Abu Dhabi,54.366,24.4539,1801582,1242101,559481,212847,257579,187878,130802,26.289015847078154,0.534014350544482,29165,14.729358973370676
Sharjah,55.391,25.3225,1538977,1061048,477929,55057,35767,230991,61145,37.61610625692112,0.618622736155482,10141,12.13231024594974
Ras Al Khaimah,55.9486,25.7915,245863,169510,76353,259267,220668,290573,171998,25.83103820260556,0.7248253137605949,19364,9.957214016781073
Ajman,55.5136,25.4052,2767773,1908242,859531,198025,263888,232977,248235,35.24832084646782,0.8090064674245585,22175,6.998870726603201
Ras Al Khaimah,55.9486,25.7915,301927,208163,93764,11966,61630,35283,54133,36.9559818772878,0.5052882233554449,21927,14.741390124603326
Fujairah,56.3315,25.2769,3818457,2632637,1185820,197777,100119,224773,44260,29.413686748727905,1.4584939464086324,15108,13.987003701591727
Sharjah,55.391,25.3225,4544656,3133315,1411341,136208,88419,243873,51790,27.52674371856324,0.17555762579765471,12277,6.693012081245181
Dubai,55.2708,25.2768,3199523,2205913,993610,45374,155101,26449,39145,27.224460695727565,0.9931102518303211,11324,14.055892738324179
Abu Dhabi,54.366,24.4539,1687809,1163660,524149,16465,237795,70552,200983,26.724260723194757,0.8013935156928924,22753,11.275544509768512
Ras Al Khaimah,55.9486,25.7915,4659974,3212822,1447152,19823,34592,135300,24391,26.37552618452274,1.1010634452142727,20633,5.845330237258024
Fujairah,56.3315,25.2769,4220122,2909565,1310557,253584,27665,33326,247489,25.709810275729883,0.7127736823519685,29343,8.304901036732568
Ajman,55.5136,25.4052,3121969,2152443,969526,208908,181203,119185,180710,29.566013721049202,0.569959048495763,25810,9.937079732235464
Umm Al Quwain,55.564,25.5225,2714261,1871348,842913,235486,67006,271725,273501,34.324574240763205,1.3130945937872947,10114,6.69977572181483
Ajman,55.5136,25.4052,1216807,838928,377879,76632,66581,24515,267675,34.2079391680185,1.4187910084205564,25064,10.685142273353446
Fujairah,56.3315,25.2769,4540841,3130685,1410156,161807,292113,127854,22362,29.671072043028005,0.6168924892411449,18544,11.838209188269797
Fujairah,56.3315,25.2769,4569936,3150745,1419191,45581,182803,265850,71989,27.23912504262068,1.3744803654291955,25643,5.429748965497629
Umm Al Quwain,55.564,25.5225,2777331,1914832,862499,189269,232451,120700,170546,34.40764383750278,0.2908060589591881,23923,7.612503304252613
Ras Al Khaimah,55.9486,25.7915,345164,237973,107191,163540,183388,290794,38482,37.29358112535648,1.415261942153272,19513,11.540900584197743
Fujairah,56.3315,25.2769,4385059,3023281,1361778,292371,225417,154061,292599,32.86603255007902,1.1630499253635571,14862,8.638383604409032
Umm Al Quwain,55.564,25.5225,1255129,865349,389780,233168,100446,135970,221707,25.09135304355682,0.5748042708672253,21318,10.847037235025017
Dubai,55.2708,25.2768,3050876,2103428,947448,274115,243508,201599,254632,33.19643785470454,0.6346051344278182,10086,14.228236534679601
Sharjah,55.391,25.3225,1972085,1359655,612430,279870,186031,289080,35037,37.48596218768165,1.4255567652690062,24509,6.81606089973298
Abu Dhabi,54.366,24.4539,803759,554152,249607,12519,202271,219618,256678,39.587981945937926,0.2581928633465883,27096,13.874594312189872
Ras Al Khaimah,55.9486,25.7915,465784,321135,144649,188472,172856,114050,55115,37.793822783588816,0.695174985440093,19482,10.54679834769646
Ras Al Khaimah,55.9486,25.7915,2462710,1697916,764794,205926,232557,192116,71505,39.746139212050856,1.4971356144341814,21656,5.9521408944371075
Ras Al Khaimah,55.9486,25.7915,2759181,1902319,856862,122541,291396,46305,290772,32.051042962552955,0.16427881942683537,19259,13.395643406365984
Umm Al Quwain,55.564,25.5225,3735889,2575711,1160178,171634,138158,85275,283149,36.079690846079345,0.554260732972586,10728,8.880268825026866
Umm Al Quwain,55.564,25.5225,3968868,2736338,1232530,52920,162003,85879,158771,31.199972274913954,1.0265084445999595,28977,5.522605247829526
Dubai,55.2708,25.2768,2464718,1699301,765417,89030,187497,95834,65936,37.10104067481333,0.6350535834794322,23335,8.935303986424332
Umm Al Quwain,55.564,25.5225,731055,504026,227029,164510,77465,148437,56787,26.379128840783256,0.39969025765524535,14411,11.94872119880311
Abu Dhabi,54.366,24.4539,2268637,1564113,704524,130981,109213,55062,16109,35.09155853213113,1.014129585502925,18404,7.722527980417514
Umm Al Quwain,55.564,25.5225,3360735,2317060,1043675,68661,46040,42461,265913,26.263935980174054,1.0615562622880201,17638,14.550741795833064
Abu Dhabi,54.366,24.4539,1218245,839919,378326,159629,22385,35933,122829,31.62342685260801,0.34958852048894806,26287,6.696673322198161
